opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
0F AB /r,BTS,MR,r/m16:merw; r16:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GP; PF; AC
0F AB /r,BTS,MR,r/m32:merw; r32:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F AB /r,BTS,MR,r/m64:merw; r64:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /5 ib,BTS,MI,r/m16:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /5 ib,BTS,MI,r/m32:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F BA /5 ib,BTS,MI,r/m64:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GP; PF; AC
VEX.NDS.LZ.0F38.W0 F5 /r,BZHI,RMV,r32:mew; r/m32:mer; r32:mer; ZF:w; CF:w; SF:w; OF:w; AF:u; PF:u,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDS.LZ.0F38.W1 F5 /r,BZHI,RMV,r64:mew; r/m64:mer; r64:mer; ZF:w; CF:w; SF:w; OF:w; AF:u; PF:u,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
E8 cd,CALL,D,rel32:mer; RIP:w,,,SSX; GPX; AC; PF; UD; TS; NPX; SSXXX; SS; GPX; GP; PF; AC
FF /2,CALL,M,r/m64:mer; RIP:w,pref67:operand/1,,SSX; GPX; AC; PF; UD; TS; NPX; SSXXX; SS; GPX; GP; PF; AC
98,CBW,NP,AX:rw,pref66:required/1,,
98,CWDE,NP,EAX:rw,rex_w:optional/0,,
98,CDQE,NP,RAX:rw,rex_w:required/1,,
F8,CLC,NP,CF:w,,,
FC,CLD,NP,DF:w,,,
0F AE /7,CLFLUSH,M,m8:mew,pref67:operand/1,CLFLSH,UD; SS; GP; PFXX
F5,CMC,NP,CF:rw,,,
0F 47 /r,CMOVA/CMOVNBE,RM,r16:mecw; r/m16:mer; CF:r; ZF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 47 /r,CMOVA/CMOVNBE,RM,r32:mecw; r/m32:mer; CF:r; ZF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 47 /r,CMOVA/CMOVNBE,RM,r64:mecw; r/m64:mer; CF:r; ZF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 43 /r,CMOVAE/CMOVNB/CMOVNC,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 43 /r,CMOVAE/CMOVNB/CMOVNC,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 43 /r,CMOVAE/CMOVNB/CMOVNC,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 42 /r,CMOVC/CMOVB/CMOVNAE,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 42 /r,CMOVC/CMOVB/CMOVNAE,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 42 /r,CMOVC/CMOVB/CMOVNAE,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 46 /r,CMOVBE/CMOVNA,RM,r16:mecw; r/m16:mer; CF:r; ZF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 46 /r,CMOVBE/CMOVNA,RM,r32:mecw; r/m32:mer; CF:r; ZF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 46 /r,CMOVBE/CMOVNA,RM,r64:mecw; r/m64:mer; CF:r; ZF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 44 /r,CMOVE/CMOVZ,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 44 /r,CMOVE/CMOVZ,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 44 /r,CMOVE/CMOVZ,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4F /r,CMOVG/CMOVNLE,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4F /r,CMOVG/CMOVNLE,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4F /r,CMOVG/CMOVNLE,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4D /r,CMOVGE/CMOVNL,RM,r16:mecw; r/m16:mer; SF:r; OF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4D /r,CMOVGE/CMOVNL,RM,r32:mecw; r/m32:mer; SF:r; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4D /r,CMOVGE/CMOVNL,RM,r64:mecw; r/m64:mer; SF:r; OF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4C /r,CMOVL/CMOVNGE,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4C /r,CMOVL/CMOVNGE,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4C /r,CMOVL/CMOVNGE,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4E /r,CMOVLE/CMOVNG,RM,r16:mecw; r/m16:mer; ZF:r; SF:r; OF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4E /r,CMOVLE/CMOVNG,RM,r32:mecw; r/m32:mer; ZF:r; SF:r; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4E /r,CMOVLE/CMOVNG,RM,r64:mecw; r/m64:mer; ZF:r; SF:r; OF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 45 /r,CMOVNE/CMOVNZ,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 45 /r,CMOVNE/CMOVNZ,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 45 /r,CMOVNE/CMOVNZ,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 41 /r,CMOVNO,RM,r16:mecw; r/m16:mer; OF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 41 /r,CMOVNO,RM,r32:mecw; r/m32:mer; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 41 /r,CMOVNO,RM,r64:mecw; r/m64:mer; OF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4B /r,CMOVNP/CMOVPO,RM,r16:mecw; r/m16:mer; PF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4B /r,CMOVNP/CMOVPO,RM,r32:mecw; r/m32:mer; PF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4B /r,CMOVNP/CMOVPO,RM,r64:mecw; r/m64:mer; PF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 49 /r,CMOVNS,RM,r16:mecw; r/m16:mer; SF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 49 /r,CMOVNS,RM,r32:mecw; r/m32:mer; SF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 49 /r,CMOVNS,RM,r64:mecw; r/m64:mer; SF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 40 /r,CMOVO,RM,r16:mecw; r/m16:mer; OF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 40 /r,CMOVO,RM,r32:mecw; r/m32:mer; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 40 /r,CMOVO,RM,r64:mecw; r/m64:mer; OF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4A /r,CMOVP/CMOVPE,RM,r16:mecw; r/m16:mer; CF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4A /r,CMOVP/CMOVPE,RM,r32:mecw; r/m32:mer; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4A /r,CMOVP/CMOVPE,RM,r64:mecw; r/m64:mer; CF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 48 /r,CMOVS,RM,r16:mecw; r/m16:mer; SF:r,pref66:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 48 /r,CMOVS,RM,r32:mecw; r/m32:mer; SF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 48 /r,CMOVS,RM,r64:mecw; r/m64:mer; SF:r,rex_w:required/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
3C ib,CMP,I,AL:mrw; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,,,SS; GP; PF; AC
3D iw,CMP,I,AX:mrw; imm16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:required/1,,SS; GP; PF; AC
3D id,CMP,I,EAX:mrw; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0,,SS; GP; PF; AC
3D id,CMP,I,RAX:mrw; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:required/1,,SS; GP; PF; AC
80 /7 ib,CMP,MI,r/m8:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
81 /7 iw,CMP,MI,r/m16:mer; imm16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
81 /7 id,CMP,MI,r/m32:mer; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
81 /7 id,CMP,MI,r/m64:mer; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
83 /7 ib,CMP,MI,r/m16:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
83 /7 ib,CMP,MI,r/m32:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
83 /7 ib,CMP,MI,r/m64:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
38 /r,CMP,MR,r/m8:mer; r8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
39 /r,CMP,MR,r/m16:mer; r16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
39 /r,CMP,MR,r/m32:mer; r32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
39 /r,CMP,MR,r/m64:mer; r64:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
3A /r,CMP,RM,r8:mer; r/m8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
3B /r,CMP,RM,r16:mer; r/m16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
3B /r,CMP,RM,r32:mer; r/m32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
3B /r,CMP,RM,r64:mer; r/m64:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
66 0F C2 /r ib,CMPPD,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.66.0F.WIG C2 /r ib,VCMPPD,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.66.0F.WIG C2 /r ib,VCMPPD,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
0F C2 /r ib,CMPPS,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.0F.WIG C2 /r ib,VCMPPS,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.0F.WIG C2 /r ib,VCMPPS,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
A6,CMPS,NP,SIL:rw; [SIL]:r; DIL:rw; [DIL]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,repe:illegal/0; repne:illegal/0,,SS; GP; PF; AC
A7,CMPS,NP,SI:rw; [SI]:r; DI:rw; [DI]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,repe:illegal/0; repne:illegal/0; pref66:required/1,,SS; GP; PF; AC
A7,CMPS,NP,ESI:rw; [ESI]:r; EDI:rw; [EDI]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,repe:illegal/0; repne:illegal/0; rex_w:optional/0,,SS; GP; PF; AC
A7,CMPS,NP,RSI:rw; [RSI]:r; RDI:rw; [RDI]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,repe:illegal/0; repne:illegal/0; rex_w:required/1,,SS; GP; PF; AC
F2 0F C2 /r ib,CMPSD,RMI,xmm:merw[0..63]; xmm/m64:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,SSE2,SS; GP; PF; AC
VEX.NDS.LIG.F2.0F.WIG C2 /r ib,VCMPSD,RVMI,xmm:mew; xmm:mer; xmm/m64:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
F3 0F C2 /r ib,CMPSS,RMI,xmm:merw[0..31]; xmm/m32:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,SSE,SS; GP; PF; AC
VEX.NDS.LIG.F3.0F.WIG C2 /r ib,VCMPSS,RVMI,xmm:mew; xmm:mer; xmm/m32:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
0F B0 /r,CMPXCHG,MR,r/m8:merw; r8:mer; AL:w; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F B1 /r,CMPXCHG,MR,r/m16:merw; r16:mer; AX:w; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F B1 /r,CMPXCHG,MR,r/m32:merw; r32:mer; EAX:w; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F B1 /r,CMPXCHG,MR,r/m64:merw; r64:mer; RAX:w; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F C7 /1 ,CMPXCHG8B,M,m64:merw; EDX:rw; EAX:rw; ECX:r; EBX:r; ZF:w,lock:optional/1; pref67:operand/1,CX8,
0F C7 /1 ,CMPXCHG16B,M,m128:merw; RDX:rw; RAX:rw; RCX:r; RBX:r; ZF:w,lock:optional/1; rex_w:required/1; pref67:operand/1,CX16,
66 0F 2F /r,COMISD,RM,xmm:mer; xmm/m64:mer; ZF:w; PF:w; CF:w; OF:w; AF:w; SF:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.LIG.66.0F.WIG 2F /r,VCOMISD,RM,xmm:mer; xmm/m64:mer; ZF:w; PF:w; CF:w; OF:w; AF:w; SF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
0F 2F /r,COMISS,RM,xmm:mer; xmm/m32:mer; ZF:w; PF:w; CF:w; OF:w; AF:w; SF:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFSS
VEX.LIG.0F.WIG 2F /r,VCOMISS,RM,xmm:mer; xmm/m32:mer; ZF:w; PF:w; CF:w; OF:w; AF:w; SF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
0F A2,CPUID,NP,EAX:rw; EBX:w; ECX:w; EDX:w,,,
F2 0F 38 F0 /r,CRC32,RM,r32:merw; r/m8:mer,rex_w:operand/any; pref67:operand/1,SSE4_2,
F2 0F 38 F1 /r,CRC32,RM,r32:merw; r/m16:mer,pref67:operand/1,SSE4_2,
F2 0F 38 F1 /r,CRC32,RM,r32:merw; r/m32:mer,pref67:operand/1,SSE4_2,
F2 0F 38 F0 /r,CRC32,RM,r64:merw; r/m8:mer,rex_w:required/1; pref67:operand/1,SSE4_2,
F2 0F 38 F1 /r,CRC32,RM,r64:merw; r/m64:mer,rex_w:required/1; pref67:operand/1,SSE4_2,
F3 0F E6 /r,CVTDQ2PD,RM,xmm:mew[0..127]; xmm/m64:mer,pref67:operand/1,SSE2,UD; GP
VEX.128.F3.0F.WIG E6 /r,VCVTDQ2PD,RM,xmm:mew; xmm/m64:mer,pref67:operand/1,AVX,UD; GP
VEX.256.F3.0F.WIG E6 /r,VCVTDQ2PD,RM,ymm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
0F 5B /r,CVTDQ2PS,RM,xmm:mew[0..127]; xmm/m128:mer; PE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.128.0F.WIG 5B /r,VCVTDQ2PS,RM,xmm:mew; xmm/m128:mer; PE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.256.0F.WIG 5B /r,VCVTDQ2PS,RM,ymm:mew; ymm/m256:mer; PE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
F2 0F E6 /r,CVTPD2DQ,RM,xmm:mew[0..127]; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.128.F2.0F.WIG E6 /r,VCVTPD2DQ,RM,xmm:mew; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.256.F2.0F.WIG E6 /r,VCVTPD2DQ,RM,xmm:mew; ymm/m256:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
66 0F 2D /r,CVTPD2PI,RM,mm:mew; xmm/m128:mer,pref67:operand/1,,
66 0F 5A /r,CVTPD2PS,RM,xmm:mew[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFS
VEX.128.66.0F.WIG 5A /r,VCVTPD2PS,RM,xmm:mew; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.256.66.0F.WIG 5A /r,VCVTPD2PS,RM,xmm:mew; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
66 0F 2A /r,CVTPI2PD,RM,xmm:mew; mm/m64:mer,pref67:operand/1,,
0F 2A /r,CVTPI2PS,RM,xmm:mew; mm/m64:mer,pref67:operand/1,,
66 0F 5B /r,CVTPS2DQ,RM,xmm:mew[0..127]; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFS
VEX.128.66.0F.WIG 5B /r,VCVTPS2DQ,RM,xmm:mew; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.256.66.0F.WIG 5B /r,VCVTPS2DQ,RM,ymm:mew; ymm/m256:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
0F 5A /r,CVTPS2PD,RM,xmm:mew[0..127]; xmm/m64:mer; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFSS
VEX.128.0F.WIG 5A /r,VCVTPS2PD,RM,xmm:mew; xmm/m64:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
VEX.256.0F.WIG 5A /r,VCVTPS2PD,RM,ymm:mew; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
0F 2D /r,CVTPS2PI,RM,mm:mew; xmm/m64:mer,pref67:operand/1,,
F2 0F 2D /r,CVTSD2SI,RM,r32:mew; xmm/m64:mer; PE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
F2 0F 2D /r,CVTSD2SI,RM,r64:mew; xmm/m64:mer; PE:w; IE:w,rex_w:required/1; pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.LIG.F2.0F.W0 2D /r,VCVTSD2SI,RM,r32:mew; xmm/m64:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
VEX.LIG.F2.0F.W1 2D /r,VCVTSD2SI,RM,r64:mew; xmm/m64:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F2 0F 5A /r,CVTSD2SS,RM,xmm:mew[0..31]; xmm/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFSS
VEX.NDS.LIG.F2.0F.WIG 5A /r,VCVTSD2SS,RVM,xmm:mew; xmm:mer; xmm/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
F2 0F 2A /r,CVTSI2SD,RM,xmm:mew[0..63]; r/m32:mer; PE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFSS
F2 0F 2A /r,CVTSI2SD,RM,xmm:mew[0..63]; r/m64:mer; PE:w,rex_w:required/1; pref67:operand/1,SSE2,UD; GP; ACS; XFSS
VEX.NDS.LIG.F2.0F.W0 2A /r,VCVTSI2SD,RVM,xmm:mew; xmm:mer; r/m32:mer; PE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
VEX.NDS.LIG.F2.0F.W1 2A /r,VCVTSI2SD,RVM,xmm:mew; xmm:mer; r/m64:mer; PE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
F3 0F 2A /r,CVTSI2SS,RM,xmm:mew[0..31]; r/m32:mer; PE:w,pref67:operand/1,SSE,UD; GP; ACS; XFSS
F3 0F 2A /r,CVTSI2SS,RM,xmm:mew[0..31]; r/m64:mer; PE:w,rex_w:required/1; pref67:operand/1,SSE,UD; GP; ACS; XFSS
VEX.NDS.LIG.F3.0F.W0 2A /r,VCVTSI2SS,RVM,xmm:mew; xmm:mer; r/m32:mer; PE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
VEX.NDS.LIG.F3.0F.W1 2A /r,VCVTSI2SS,RVM,xmm:mew; xmm:mer; r/m64:mer; PE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
F3 0F 5A /r,CVTSS2SD,RM,xmm:mew[0..63]; xmm/m32:mer; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.LIG.F3.0F.WIG 5A /r,VCVTSS2SD,RVM,xmm:mew; xmm:mer; xmm/m32:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F3 0F 2D /r,CVTSS2SI,RM,r32:mew; xmm/m32:mer; PE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
F3 0F 2D /r,CVTSS2SI,RM,r64:mew; xmm/m32:mer; PE:w; IE:w,rex_w:required/1; pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.LIG.F3.0F.W0 2D /r,VCVTSS2SI,RM,r32:mew; xmm/m32:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
VEX.LIG.F3.0F.W1 2D /r,VCVTSS2SI,RM,r64:mew; xmm/m32:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
66 0F E6 /r,CVTTPD2DQ,RM,xmm:mew[0..127]; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.128.66.0F.WIG E6 /r,VCVTTPD2DQ,RM,xmm:mew; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.256.66.0F.WIG E6 /r,VCVTTPD2DQ,RM,xmm:mew; ymm/m256:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
66 0F 2C /r,CVTTPD2PI,RM,mm:mew; xmm/m128:mer,pref67:operand/1,,
F3 0F 5B /r,CVTTPS2DQ,RM,xmm:mew[0..127]; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.128.F3.0F.WIG 5B /r,VCVTTPS2DQ,RM,xmm:mew; xmm/m128:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.256.F3.0F.WIG 5B /r,VCVTTPS2DQ,RM,ymm:mew; ymm/m256:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
